additional_rights_component_ids,alignment_mode,asset_ids,code_data_refs,concept_ids,content_hash_guard,design_questions,edition_id,id,locale,order,parent_id,prerequisite_concept_ids,provenance,recorded_at,required_parameters,resource_id,responsible_workflow,rights_component_id,schema_name,schema_version,source_book_label,source_bytes,source_content_sha256,source_environment,source_file_sha256,source_line,source_line_end,source_local_id,source_locale,source_path,source_target_relationship,starred,status,supersedes_id,target_block_alignment_overrides,target_content_sha256,target_environment,target_hash_guard,target_line,target_line_end,target_local_id,target_locale,target_only_blocks,target_path,title_source,title_target,topology_order_path,topology_path,translation_state,unit_type
,,,,"[""concept.integer-linear-programming"",""concept.workforce-scheduling""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-007,mul,7,unit.r017.book1.ch02.text.subsection-007,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,5933f73f0c8b5e2399296c649473d3daccea4f15df72359b84d91b981c438c71,examplewithallcode,,532,540,example:work-scheduling,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,073c3b056758118aa4941ecfe32dd11873c21717d7bc24f854f11b43dba7e688,examplewithallcode,pass,531,539,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Work Scheduling Problem,Masalah Penjadwalan Kerja,"[1,4,1,1,3,7,7]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-007"",""unit.r017.book1.ch02.text.examplewithallcode-007""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-008,mul,8,unit.r017.book1.ch02.text.subsection-007,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,ab1c80d616e3acd731df6bdb9035870e4bcdbb1eaa52401d06814c922374d1b7,examplewithallcode,,575,580,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,f0aa2f51d54920207d987cea52b1a96ab314edef75d1b858d410a78ac260612a,examplewithallcode,pass,574,579,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,LP Burger - extended,LP Burger - Versi Diperluas,"[1,4,1,1,3,7,8]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-007"",""unit.r017.book1.ch02.text.examplewithallcode-008""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-009,mul,9,unit.r017.book1.ch02.text.subsection-008,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,137baa40cde0db03d48d4efff20f1b44212b42efb8f94dd4cdd8abc10dc335a9,examplewithallcode,,606,613,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,63a283e3f4a42166fbf76ead2efbafb003108accfcbdba0d21481ab0700c5284,examplewithallcode,pass,605,612,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Camping Trip,Perjalanan Berkemah,"[1,4,1,1,3,8,9]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-008"",""unit.r017.book1.ch02.text.examplewithallcode-009""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-010,mul,10,unit.r017.book1.ch02.text.subsection-009,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,fbd0a056eed558909daf9fac4d7f772fdf3fbcaa30523fed967f53f2e7c6bd4a,examplewithallcode,,644,651,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,102ecc5361c73f80df2a39dc14c024a8b327d578ca80762c6b8edcabf58c5414,examplewithallcode,pass,643,650,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Capital Allocation Problem,Masalah Alokasi Modal,"[1,4,1,1,3,9,10]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-009"",""unit.r017.book1.ch02.text.examplewithallcode-010""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-011,mul,11,unit.r017.book1.ch02.text.subsection-010,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,0b592c45f1a580916346816a723d9da1e34c1a00938604f9ece4f111a0703034,examplewithallcode,,699,710,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,75700ffd84a954116d842282c60472501eb50962cd2d7734c818f89095b956b6,example,pass,698,707,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Solar Panel Shipping,Pengiriman Panel Surya,"[1,4,1,1,3,10,11]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-010"",""unit.r017.book1.ch02.text.examplewithallcode-011""]",translated,example
,,,,"[""concept.assignment-model"",""concept.binary-integer-programming""]",,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.examplewithallcode-012,mul,12,unit.r017.book1.ch02.text.subsection-011,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,ebfd0597813e1747f7b9bd5200df83d558b43e85460c4b1be77ed178f406bdb8,examplewithallcode,,768,791,example:hiring-for-tasks,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,0c1618203cd3119855c1a9760a95f2efd3b1c53c102c18129d3f60b28b951123,examplewithallcode,pass,765,788,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Hiring for tasks,Perekrutan untuk Tugas,"[1,4,1,1,3,11,12]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-011"",""unit.r017.book1.ch02.text.examplewithallcode-012""]",translated,example
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.learningcheckpoint-001,mul,1,unit.r017.book1.ch02.text.subsection-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,bd09772baec028d9ba265f4c69db1c80dcc1f51968e8b53d261ce68d42112cce,learningcheckpoint,,193,200,lc:lp-assumptions,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,5287f9d559ffa756e0c49d23b89567ab6e88bcdd404c81148c4c20d1dd8b9be6,learningcheckpoint,pass,190,197,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,2,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-002"",""unit.r017.book1.ch02.text.subsection-001"",""unit.r017.book1.ch02.text.learningcheckpoint-001""]",translated,learningcheckpoint
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.outcome-001,mul,1,unit.r017.book1.ch02.text.chapter-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,0e86230bd38f27ef05a1be4cb64c5a9339ad80b025ad6824a6777799c2f9dcfc,outcome,,8,14,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,ca5de2e21db0943a038780bd5a5a4096cef44f1aa85a128d803e89c7fc087e02,outcome,pass,8,14,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.outcome-001""]",translated,outcome
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.outcome-002,mul,2,unit.r017.book1.ch02.text.section-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,d1d2baf861d35693fbc523855251b5339ba008c11af97761b63a927f5575f716,outcome,,89,93,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,26e546351545c76f734e2c6e0720aa0e28525fd0b3d0397f63e5eb750d96ffc2,outcome,pass,86,90,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,2,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-002"",""unit.r017.book1.ch02.text.outcome-002""]",translated,outcome
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.outcome-003,mul,3,unit.r017.book1.ch02.text.section-003,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,7d23d229b465ce64c5d9d51bff2298eebd750fe93d52fc355db3508c1dc5d27c,outcome,,205,212,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,ea32f63b84df401ad8ac4d929c5929e5802a557d81196cbf2ef2808f2399d4ff,outcome,pass,202,209,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,,"[1,4,1,1,3,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.outcome-003""]",translated,outcome
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.section-001,mul,1,unit.r017.book1.ch02.text.chapter-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,4816983d7641b4ac9c550800f126aa4f13bf8e535ea21bd3e1eef92cedcb21e7,section,,49,49,sec:lp-intro-example,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,f72bf2f56e9b886b5ccf8eaffa2a7babf75240b22e48496c4faa57c45efd61ff,section,pass,49,49,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Introductory LP Example,Contoh Pengantar LP,"[1,4,1,1,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-001""]",translated,section
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.section-002,mul,2,unit.r017.book1.ch02.text.chapter-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,e6b1acdf02d7a82afe91e5a358163f10b8b099acfbfad712c6aebe4a2c8df675,section,,86,86,sec:lp-modeling-assumptions,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,8d5d828b32a544a250904340e52956ff91e28c24565a768139824507a0c56e32,section,pass,83,83,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Modeling and Assumptions in Linear Programming,Pemodelan dan Asumsi dalam Pemrograman Linear,"[1,4,1,1,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-002""]",translated,section
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.section-003,mul,3,unit.r017.book1.ch02.text.chapter-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,2ace1b35388d056aadb7046b835b962c04d164ee7e4779c8bd0e1941bd111ba5,section,,202,202,sec:lp-examples,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,8f15492ea67d9501208d22a390987b6f6a54e42a4e2cf6bafc5fe65c7794bd7c,section,pass,199,199,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Examples,Contoh-Contoh,"[1,4,1,1,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003""]",translated,section
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.section-004,mul,4,unit.r017.book1.ch02.text.chapter-001,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,1e4ccc9ccba9038d35b6d9ebed7b22602bc3cbe77fc62260abb1d7f124da6cb9,section,,821,821,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,a1bb209727b5a69d4a435af27d693b0c1da6dd215c84f60cba8fe61f1696d1de,section,pass,818,818,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,Exercises,Latihan,"[1,4,1,1,4]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-004""]",translated,section
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.solution-001,mul,1,unit.r017.book1.ch02.text.section-003,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,be1f5c00233e521201b301b989317cbb992dfe180fc90d82ef7b6bb630cf9f3b,solution,,265,296,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,8dbb2d1700cf25fc2d176387af5438da0f41e33bdaabfce6da9bad0c480ab946,solution,pass,263,294,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,selected solution,selected solution,"[1,4,1,1,3,1]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.solution-001""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.solution-002,mul,2,unit.r017.book1.ch02.text.subsection-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,d0dc8380f9d0444bb68111e6109519b0ac7d620b03053dc82d757ed21c35e269,solution,,352,379,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,93fb0679e3e290351412088a5a038d746a807b02cf18e585fa514e08fbf1025a,solution,pass,350,377,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,selected solution,selected solution,"[1,4,1,1,3,2,2]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-002"",""unit.r017.book1.ch02.text.solution-002""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.solution-003,mul,3,unit.r017.book1.ch02.text.subsection-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,b54ebc7149c245d0aac8564e3d50a98ea418f649d4383a8af61657beb0c96de1,solution,,405,432,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,c64e6f61d0e26b6161290f844c2b6fb504a924cc09177dce293f934489db9591,solution,pass,403,430,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,selected solution,selected solution,"[1,4,1,1,3,2,3]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-002"",""unit.r017.book1.ch02.text.solution-003""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.solution-004,mul,4,unit.r017.book1.ch02.text.subsection-002,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,2671a01d1f6a6359658dd30e8fadd7ae32f836c22a9f6a030afcb38282731db4,solution,,456,484,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,816d310749f14aadab9ea9f95be4e136b2c04161b9a51348177f362c4188c23b,solution,pass,454,483,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,selected solution,selected solution,"[1,4,1,1,3,2,4]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-002"",""unit.r017.book1.ch02.text.solution-004""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.solution-005,mul,5,unit.r017.book1.ch02.text.subsection-007,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,ce5d773a67fcb0ece11960783925adf5b71d7ad44e85f7cb7261fb69970e4fd6,solution,,554,572,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,30256fb9eafcd25231833b7104ffd34496ff96f61184bce6c22801992f9f8ab0,solution,pass,553,571,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,selected solution,selected solution,"[1,4,1,1,3,7,5]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-007"",""unit.r017.book1.ch02.text.solution-005""]",translated,solution
,,,,[],,,edition.r017.upstream.1745df89,unit.r017.book1.ch02.text.solution-006,mul,6,unit.r017.book1.ch02.text.subsection-007,,,2026-08-23T00:00:00+02:00,,resource.r017.open-optimization-book,codex-r017-o018-id-production,rights.r017.content,interlanguage.unit,0.1.0,,,465c18f28702e12ff0b30bbdf5042bc2182b01f34aca2673327cfea2736f46de,solution,,581,600,,en,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,,false,translated,,,27e35d68ced220a6a3e555ae2cfd7436e6ac81f5c03db71325030c8885a32423,solution,pass,580,599,,id-ID,,Intro-Math-Programming/baseText/book/part1-linear-programming/ch02-modeling/modeling-linear-programming.tex,selected solution,selected solution,"[1,4,1,1,3,7,6]","[""unit.r017.book1"",""unit.r017.book1.ch02"",""unit.r017.book1.ch02.text"",""unit.r017.book1.ch02.text.chapter-001"",""unit.r017.book1.ch02.text.section-003"",""unit.r017.book1.ch02.text.subsection-007"",""unit.r017.book1.ch02.text.solution-006""]",translated,solution
